;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
4835;45000000;Twentieth Century Fox Film Corporation;Adventure;8791738;The Seeker: The Dark Is Rising;4,8;13682;2007;;;;
4836;10000000;Twentieth Century Fox Film Corporation;Comedy;20342161;Reno 911!: Miami;5,9;24543;2007;;;;
4837;0;Capitol Films;Comedy;1849;Alucinaciones;4,7;14453;2007;;;;
4838;0;Polaris Film Production & Finance;Comedy;4432981;2 Days in Paris;6,8;27948;2007;;;;
4839;55000000;Warner Bros.;Drama;5755286;Lucky You;5,9;18870;2007;;;;
4840;185000000;Warner Bros.;Action;534858444;The Dark Knight;9;1839571;2008;;;;
4841;37000000;Summit Entertainment;Drama;191465414;Twilight;5,2;366772;2008;;;;
4842;85000000;Universal Pictures;Action;75754670;Hellboy II: The Golden Army;7;221241;2008;;;;
4843;25000000;Columbia Pictures;Comedy;48237389;The House Bunny;5,5;68405;2008;;;;
4844;52000000;Universal Pictures;Comedy;144130063;Mamma Mia!;6,4;157292;2008;;;;
4845;10000000;Rogue Pictures;Horror;52597610;The Strangers;6,2;98780;2008;;;;
4846;92000000;DreamWorks;Action;110515313;Tropic Thunder;7;327846;2008;;;;
4847;140000000;Paramount Pictures;Action;318412101;Iron Man;7,9;755866;2008;;;;
4848;25000000;EuropaCorp;Action;145000989;Búsqueda implacable;7,8;509623;2008;;;;
4849;150000000;Warner Bros.;Drama;127509326;The Curious Case of Benjamin Button;7,8;495968;2008;;;;
4850;18000000;Warner Bros.;Action;5694401;RocknRolla;7,3;207016;2008;;;;
4851;6000000;Wild Bunch;Drama;26236603;The Wrestler;7,9;263945;2008;;;;
4852;75000000;Universal Pictures;Action;134508551;Wanted;6,7;317547;2008;;;;
4853;15000000;Warner Bros.;Drama;141319928;Slumdog Millionaire;8;690202;2008;;;;
4854;180000000;FortyFour Studios;Animation;223808164;WALL·E;8,4;799707;2008;;;;
4855;150000000;Universal Pictures;Action;134518390;The Incredible Hulk;6,8;350423;2008;;;;
4856;65000000;New Line Cinema;Comedy;152647258;Sex and the City;5,5;104063;2008;;;;
4857;0;Rollercoaster Films;Horror;5824;Eden Lake;6,8;63256;2008;;;;
4858;15000000;Blueprint Pictures;Comedy;7757130;In Bruges;7,9;328223;2008;;;;
4859;65000000;Columbia Pictures;Comedy;100468793;Step Brothers;6,9;227558;2008;;;;
4860;33000000;Matten Productions;Drama;148095302;Gran Torino;8,2;609483;2008;;;;
4861;35000000;Columbia Pictures;Crime;81159365;21;6,8;201705;2008;;;;
4862;12500000;Miramax;Drama;9030581;The Boy in the Striped Pajamas;7,8;149511;2008;;;;
4863;0;Vertigo Films;Action;104792;Bronson;7,1;97452;2008;;;;
4864;200000000;Metro-Goldwyn-Mayer (MGM);Action;168368427;Quantum of Solace;6,6;353784;2008;;;;
4865;30000000;Universal Pictures;Comedy;63172463;Forgetting Sarah Marshall;7,2;230079;2008;;;;
4866;15000000;Voltage Pictures;Drama;17017811;The Hurt Locker;7,6;359240;2008;;;;
4867;25000000;Paramount Pictures;Action;80048433;Cloverfield;7;319809;2008;;;;
4868;27000000;Columbia Pictures;Action;87341380;Pineapple Express;7;272938;2008;;;;
4869;30000000;Fox 2000 Pictures;Comedy;76808654;27 Dresses;6,1;133431;2008;;;;
4870;185000000;Paramount Pictures;Action;317101119;Indiana Jones and the Kingdom of the Crystal Skull;6,2;358563;2008;;;;
4871;15500000;The Weinstein Company;Drama;23216709;Vicky Cristina Barcelona;7,1;212733;2008;;;;
4872;35000000;DreamWorks;Drama;22911480;Revolutionary Road;7,3;162463;2008;;;;
4873;35000000;Lionsgate;Action;7948159;Punisher: War Zone;6;52479;2008;;;;
4874;145000000;Universal Pictures;Action;102491776;The Mummy: Tomb of the Dragon Emperor;5,2;128515;2008;;;;
4875;0;Ealing Studios;Comedy;2656324;Easy Virtue;6,7;17579;2008;;;;
4876;150000000;Columbia Pictures;Action;227946274;Hancock;6,4;375055;2008;;;;
4877;70000000;Warner Bros.;Action;39394666;Body of Lies;7,1;185521;2008;;;;
4878;130000000;DreamWorks Animation;Animation;215434591;Kung Fu Panda;7,6;339024;2008;x;;;
4879;90000000;Paramount Pictures;Adventure;71195053;The Spiderwick Chronicles;6,6;74370;2008;;;;
4880;24000000;Blue Askew;Comedy;31457946;Zack and Miri Make a Porno;6,6;156855;2008;;;;
4881;48000000;Twentieth Century Fox Film Corporation;Comedy;64506874;The Happening;5;173949;2008;;;;
4882;75000000;Metro-Goldwyn-Mayer (MGM);Drama;83077833;Valkyrie;7,1;197529;2008;;;;
4883;32000000;The Weinstein Company;Drama;34194407;The Reader;7,6;202175;2008;;;;
4884;225000000;Walt Disney Pictures;Action;141621490;The Chronicles of Narnia: Prince Caspian;6,6;162829;2008;;;;
4885;50000000;Lionsgate;Action;42754105;Rambo 4: Regreso al Infierno;7;189986;2008;;;;
4886;70000000;Warner Bros.;Action;70231041;Fool's Gold;5,7;64098;2008;;;;
4887;80000000;Warner Bros.;Action;130319208;Get Smart;6,5;176842;2008;;;;
4888;55000000;Columbia Pictures;Drama;69951824;Seven Pounds;7,7;249856;2008;;;;
4889;28000000;Universal Pictures;Comedy;67294270;Un par nada ejemplar;6,9;202096;2008;;;;
4890;85000000;Twentieth Century Fox Film Corporation;Action;80172128;Jumper;6,1;256451;2008;;;;
4891;4000000;EFTI;Drama;2122065;Let the Right One In;7,9;183463;2008;;;;
4892;20000000;Summit Entertainment;Action;24850922;Never Back Down;6,6;85496;2008;;;;
4893;35000000;Columbia Pictures;Biography;26814957;The Other Boleyn Girl;6,7;89728;2008;;;;
4894;30000000;Rogue Pictures;Action;10955425;Doomsday;6;65516;2008;;;;
4895;37000000;Focus Features;Comedy;60355347;Burn After Reading;7;264758;2008;;;;
4896;50000000;The Weinstein Company;Action;160641;Outlander;6,3;66198;2008;;;;
4897;0;Universal Pictures;Comedy;31973840;Definitely, Maybe;7,2;135220;2008;;;;
4898;90000000;Columbia Pictures;Action;100018837;You Don't Mess with the Zohan;5,5;166095;2008;;;;
4899;55000000;Imagine Entertainment;Biography;35739802;Changeling;7,8;209863;2008;;;;
4900;20000000;Mosaic Media Group;Crime;30028592;The Bank Job;7,3;158842;2008;;;;
4901;35000000;Abandon Entertainment;Action;40689393;Max Payne;5,4;112236;2008;;;;
4902;45000000;New Line Cinema;Action;101704370;Journey to the Center of the Earth;5,8;93923;2008;;;;
4903;19000000;Summit Entertainment;Adventure;8402485;Sex Drive;6,5;75976;2008;;;;
4904;40000000;Columbia Pictures;Comedy;46012734;Made of Honor;5,9;58284;2008;;;;
4905;45000000;Universal Pictures;Action;36316032;Death Race;6,4;176350;2008;;;;
4906;70000000;Warner Bros.;Comedy;97690976;Yes Man;6,8;289261;2008;;;;
4907;20000000;Universal Pictures;Comedy;19780;Wild Child;6,1;40439;2008;;;;
4908;150000000;Walt Disney Animation Studios;Animation;114053579;Bolt;6,9;158580;2008;;;;
4909;10800000;Twisted Pictures;Horror;56746769;Saw V;5,8;95765;2008;;;;
4910;15000000;Fox Atomic;Comedy;6409528;The Rocker;6,2;33768;2008;;;;
4911;20000000;Focus Features;Biography;31841299;Milk;7,6;145398;2008;;;;
4912;70000000;Babylon;Action;22531698;Babylon A.D.;5,6;85627;2008;;;;
4913;35000000;Twentieth Century Fox Film Corporation;Comedy;80277646;What Happens in Vegas;6,1;149018;2008;;;;
4914;34000000;Studio Ghibli;Animation;15090400;Ponyo;7,7;94663;2008;;;;
4915;25100000;Lionsgate;Biography;25534493;W.;6,3;42504;2008;;;;
4916;105000000;Warner Bros.;Action;94784201;10,000 BC;5,1;114171;2008;;;;
4917;60000000;Fox 2000 Pictures;Comedy;143153751;Marley & Me;7,1;125638;2008;;;;
4918;0;Film4;Biography;154084;Hunger;7,6;56117;2008;;;;
4919;130000000;Twentieth Century Fox Film Corporation;Adventure;49554002;Australia;6,6;107593;2008;;;;
4920;120000000;Warner Bros.;Action;43945766;Speed Racer;6;61086;2008;;;;
4921;0;Paramount Vantage;Biography;13823741;The Duchess;6,9;66399;2008;;;;
4922;60000000;Lionsgate;Action;19781879;The Spirit;4,8;55602;2008;;;;
4923;32000000;Paramount Vantage;Action;28644813;Defiance;7,2;123415;2008;;;;
4924;16500000;Picturehouse;Comedy;26902075;The Women;4,9;17778;2008;;;;
4925;80000000;DreamWorks;Action;101111837;Eagle Eye;6,6;158402;2008;;;;
4926;12000000;New Line Cinema;Adventure;38087366;Harold & Kumar Escape from Guantanamo Bay;6,6;119141;2008;;;;
4927;21000000;Sidney Kimmel Entertainment;Comedy;3081925;Synecdoche, New York;7,5;63483;2008;;;;
4928;20000000;Goodspeed Productions;Drama;33422556;Doubt;7,5;105844;2008;;;;
4929;35000000;Regency Enterprises;Horror;30691439;Mirrors;6,2;91597;2008;;;;
4930;80000000;Twentieth Century Fox Film Corporation;Drama;79366978;The Day the Earth Stood Still;5,5;146633;2008;;;;
4931;85000000;Blue Sky Studios;Animation;154529439;Horton Hears a Who!;6,8;113151;2008;;;;
4932;17500000;Touchstone Pictures;Drama;58017783;Step Up 2: The Streets;6,2;71816;2008;;;;
4933;20000000;Lionsgate;Comedy;14190901;Disaster Movie;1,9;78142;2008;;;;
4934;11000000;Walt Disney Pictures;Comedy;90559416;High School Musical 3: Senior Year;4,6;47545;2008;;;;
4935;37000000;Walden Media;Adventure;48006503;Nim's Island;6;29611;2008;;;;
4936;60000000;New Line Cinema;Adventure;17303424;El libro mágico;6,1;64411;2008;;;;
4937;150000000;DreamWorks Animation;Animation;180010950;Madagascar: Escape 2 Africa;6,7;162026;2008;;x;;
4938;55000000;Casey Silver Productions;Action;52075270;The Forbidden Kingdom;6,6;92275;2008;;;;
4939;8000000;DreamWorks;Horror;17432844;The Ruins;5,9;62603;2008;;;;
4940;30000000;EuropaCorp;Action;31715062;El transportador 3;6,1;136246;2008;;;;
4941;20000000;Fox Searchlight Pictures;Action;26415649;Street Kings;6,8;98463;2008;;;;
4942;55000000;New Line Cinema;Comedy;33472850;Semi-Pro;5,8;70423;2008;;;;
4943;30000000;New Regency Pictures;Comedy;38233676;Meet the Spartans;2,7;92856;2008;;;;
4944;40000000;Columbia Pictures;Crime;72266306;Vantage Point;6,6;132882;2008;;;;
4945;2900000;Stage 6 Films;Crime;36756;Felon;7,5;68957;2008;;;;
4946;9000000;Screen Gems;Comedy;31487293;Nick and Norah's Infinite Playlist;6,7;78985;2008;;;;
4947;55000000;Playtone;Adventure;7873007;City of Ember;6,5;56120;2008;;;;
4948;80000000;Walt Disney Pictures;Comedy;110101975;Bedtime Stories;6,1;76733;2008;;;;
4949;12000000;Screen Gems;Horror;31691811;Quarantine;6;61042;2008;;;;
4950;30000000;New Line Cinema;Crime;15709385;Pride and Glory;6,7;55020;2008;;;;
4951;20000000;New Line Cinema;Comedy;11169531;Be Kind Rewind;6,4;82776;2008;;;;
4952;25000000;TriStar Pictures;Drama;270659;Passengers;5,9;29805;2008;;;;
4953;11000000;Fox Searchlight Pictures;Drama;37766350;The Secret Life of Bees;7,3;21142;2008;;;;
4954;20000000;New Line Cinema;Crime;20207003;Appaloosa;6,8;52814;2008;;;;
4955;0;Good Dick;Comedy;15542;Good Dick;6,4;6977;2008;;;;
4956;40000000;Davis Entertainment;Biography;9589875;The Express;7,3;17510;2008;;;;
4957;8000000;Overture Films;Comedy;12062558;Sunshine Cleaning;6,9;63616;2008;;;;
4958;22000000;Screen Gems;Crime;39263506;Lakeview Terrace;6,1;42915;2008;;;;
4959;25000000;Universal Pictures;Biography;18593156;Frost/Nixon;7,7;92248;2008;;;;
4960;11500000;Yari Film Group (YFG);Crime;3045;Nothing But the Truth;7,2;32290;2008;;;;
4961;20000000;Alliance;Horror;43869350;Prom Night;3,9;29352;2008;;;;
4962;14700000;Vivendi Entertainment;Comedy;1585859;New York, I Love You;6,3;41273;2008;;;;
4963;8000000;Regency Enterprises;Horror;25926543;Shutter;5,2;28640;2008;;;;
4964;25000000;Rifkin-Eberts;Crime;4597760;Deception;6,1;34378;2008;;;;
4965;0;BBC Films;Biography;28635;The Edge of Love;6,3;14339;2008;;;;
4966;15000000;Lakeshore Entertainment;Horror;83361;The Midnight Meat Train;6,1;51337;2008;;;;
4967;60000000;Millennium Films;Action;40081410;Righteous Kill;6;76498;2008;;;;
4968;35000000;Dimension Films;Action;25871834;Superhero Movie;4,5;55389;2008;;;;
4969;30000000;Twentieth Century Fox Film Corporation;Drama;20981633;The X Files: I Want to Believe;5,9;81648;2008;;;;
4970;6000000;Berk/Lane Entertainment;Comedy;36497;Surfer, Dude;4,7;7678;2008;;;;
4971;40000000;Lionsgate;Comedy;19219250;My Best Friend's Girl;5,9;38869;2008;;;;
4972;27000000;Number 9 Films;Biography;2778752;How to Lose Friends & Alienate People;6,5;63297;2008;;;;
4973;8000000;Metro-Goldwyn-Mayer (MGM);Crime;108662;Pathology;6;28065;2008;;;;
4974;0;Geetha Arts;Action;2411071;Ghajini;7,3;44436;2008;;;;
4975;20000000;Endgame Entertainment;Adventure;3519627;The Brothers Bloom;6,8;43721;2008;;;;
4976;0;Armian Pictures;Drama;12796277;Rachel Getting Married;6,7;42934;2008;;;;
4977;0;Enlightenment Productions;Drama;39373;I Can't Think Straight;6,7;6352;2008;;;;
4978;30000000;Warner Bros.;Drama;41850659;Nights in Rodanthe;6;19478;2008;;;;
4979;0;Fandango;Crime;1577639;Gomorrah;7;40616;2008;;;;
4980;35000000;Screen Gems;Crime;28687835;Untraceable;6,2;42864;2008;;;;
4981;0;Alcon Entertainment;Comedy;44087387;The Sisterhood of the Traveling Pants 2;6,2;23813;2008;;;;
4982;12000000;2929 Productions;Drama;3148482;Two Lovers;7,1;31508;2008;;;;
4983;20000000;2929 Productions;Crime;200399;The Burning Plain;6,8;16366;2008;;;;
4984;0;Dimension Films;Comedy;12081447;Soul Men;6,5;8179;2008;;;;
4985;0;Focus Features;Comedy;12294036;Miss Pettigrew Lives for a Day;7,1;23423;2008;;;;
4986;0;The Weinstein Company;Crime;17007;Killshot;6;19103;2008;;;;
4987;9000000;Purple Pictures;Comedy;27696;The Hottie & the Nottie;1,9;34253;2008;;;;
4988;40000000;Paramount Pictures;Comedy;32853640;Drillbit Taylor;5,7;52554;2008;;;;
4989;25000000;Rhombus Media;Drama;3073392;Ceguera;6,6;62356;2008;;;;
4990;0;Castle Rock Entertainment;Comedy;237958;Chaos Theory;6,7;29075;2008;;;;
4991;500000;Samuel Goldwyn Films;Drama;33456317;Fireproof;6,6;18256;2008;;;;
4992;0;Film4;Comedy;3494485;Happy-Go-Lucky;7;33585;2008;;;;
4993;8500000;Twisted Pictures;Horror;140244;Repo! The Genetic Opera;6,7;21319;2008;;;;
4994;12000000;LightWave Entertainment;Biography;8195551;Cadillac Records;7;16677;2008;;;;
4995;1500000;Ponty Up Pictures;Fantasy;3478;Pontypool;6,7;24539;2008;;;;
4996;80000000;New Line Cinema;Comedy;120146040;Ni en tu casa ni en la mía;5,6;52146;2008;;;;
4997;20000000;DreamWorks;Comedy;13214030;Ghost Town;6,7;63093;2008;;;;
4998;30000000;Broadway Video;Comedy;60269340;Baby Mama;6;36032;2008;;;;
4999;1200000;Garbus Kroupa Entertainment;Drama;6319;Dream Boy;6,2;3250;2008;;;;
5000;58000000;Universal Pictures;Comedy;31199215;Leatherheads;6;28721;2008;;;;
5001;10000000;Gold Circle Films;Comedy;7563670;Over Her Dead Body;5,2;22072;2008;;;;
5002;0;Beijing Film Studio;Action;627047;Red Cliff;7,4;39046;2008;;;;
5003;35000000;Wild Bunch;Biography;1731665;Che: Part One;7,2;40064;2008;;;;
5004;40000000;Initial Entertainment Group (IEG);Action;15279680;Bangkok Dangerous;5,4;50355;2008;;;;
5005;12000000;Lionsgate;Horror;31418697;The Eye;5,4;46394;2008;;;;
5006;62000000;Paramount Pictures;Comedy;32235793;The Love Guru;3,8;45014;2008;;;;
5007;3000000;Fox Searchlight Pictures;Comedy;2926565;Choke;6,5;29460;2008;;;;
5008;8500000;Lucasfilm Animation;Animation;35161554;Star Wars: The Clone Wars;5,9;45749;2008;;;;
5009;15000000;Filmax International;Crime;2203641;Transsiberian;6,7;44948;2008;;;;
5010;25000000;Paramount Pictures;Drama;10911750;Stop-Loss;6,5;18404;2008;;;;
5011;5000000;Jackson Income Fund;Crime;346286;The Merry Gentleman;6,6;2365;2008;;;;
5012;20000000;Ecosse Films;Drama;6414563;Brideshead Revisited;6,7;10581;2008;;;;
5013;60000000;Twentieth Century Fox Film Corporation;Adventure;11802056;Meet Dave;4,9;33540;2008;;;;
5014;0;Isabella Films B.V.;Drama;542860;Oorlogswinter;7;10819;2008;;;;
5015;5000000;Shocking Bottle;Comedy;4040588;Bottle Shock;6,8;13051;2008;;;;
5016;0;Lookout Films;Drama;19853;Garden Party;5,6;3113;2008;;;;
5017;10000000;Canal+ España;Crime;3607;The Oxford Murders;6,1;24282;2008;;;;
5018;0;Roadside Attractions;Drama;655647;The Stoning of Soraya M.;8;15433;2008;;;;
5019;22000000;Overture Films;Action;23530831;Traitor;7;50958;2008;;;;
5020;21000000;Touchstone Pictures;Comedy;16284360;Swing Vote;6,1;15740;2008;;;;
5021;10000000;Barunson;Action;128486;The Good the Bad the Weird;7,3;28325;2008;;;;
5022;25000000;2929 Productions;Comedy;1090947;What Just Happened;5,7;24511;2008;;;;
5023;0;Dimension Films;Action;194287;Hell Ride;5,1;14535;2008;;;;
5024;27000000;Alcon Entertainment;Horror;26876529;One Missed Call;4;27947;2008;;;;
5025;18000000;Senator Entertainment Co;Crime;300000;The Informers;5,1;14783;2008;;;;
5026;1500000;Bridgit Folman Film Gang;Animation;2283276;Waltz with Bashir;8;48937;2008;;;;
5027;25000000;Exodus Film Group;Animation;19528602;Igor;6;20476;2008;;;;
5028;0;Pathé Renn Productions;Comedy;1477650;Welcome to the Sticks;7,1;33194;2008;;;;
5029;20000000;Pelican Productions LLC (I);Adventure;6563357;Strange Wilderness;5,3;19380;2008;;;;
5030;60000000;Universal Pictures;Animation;50877145;The Tale of Despereaux;6,1;32512;2008;;;;
5031;0;Constantin Film;Action;476270;The Baader Meinhof Complex;7,4;31532;2008;;;;
5032;0;Harbinger Pictures;Comedy;6537;Pretty Ugly People;5;1567;2008;;;;
5033;0;Tyler Perry Company, The;Comedy;41939392;Meet the Browns;4,1;5913;2008;;;;
5034;25000000;Edward R. Pressman Film;Action;6820;Mutant Chronicles;5,2;24230;2008;;;;
5035;25000000;CinemaNX;Drama;1186957;Me and Orson Welles;6,8;9720;2008;;;;
5036;6000000;Occupant Entertainment;Comedy;2077116;The Wackness;7;28052;2008;;;;
5037;0;Nimbus Film Productions;Drama;145109;Flame & Citron;7,3;15298;2008;;;;
5038;0;Walt Disney Pictures;Adventure;45588608;College Road Trip;4,3;13864;2008;;;;
5039;20000000;Mandeville Films;Adventure;94514402;Beverly Hills Chihuahua;3,7;18775;2008;;;;
5040;3500000;Lago Film;Crime;27349;Surveillance;6,4;15448;2008;;;;
5041;0;Go Films;Drama;630649;Forever Strong;7,3;9361;2008;;;;
5042;5000000;Huntington Prep;Drama;13350177;The Haunting of Molly Hartley;3,9;8232;2008;;;;
5043;0;Warp X;Crime;18378;Donkey Punch;5,2;9738;2008;;;;
5044;0;Screen Gems;Comedy;37931869;First Sunday;4,3;8271;2008;;;;
5045;22000000;Big City Pictures;Comedy;20668843;Mad Money;5,8;17753;2008;;;;
5046;35000000;Universal Pictures;Comedy;42436517;Welcome Home, Roscoe Jenkins;5,4;11439;2008;;;;
5047;0;Haut et Court;Drama;3766595;The Class;7,5;30748;2008;;;;
5048;8000000;Kulture Machine;Drama;3393161;Fireflies in the Garden;6,5;11269;2008;;;;
5049;45000000;40 Acres & A Mule Filmworks;Action;7916887;Miracle at St. Anna;6;16239;2008;;;;
5050;7000000;Sony Pictures Classics;Drama;2344847;Redbelt;6,8;19183;2008;;;;
5051;10000000;Picturehouse;Drama;17655201;Kit Kittredge: An American Girl;6,6;4988;2008;;;;
5052;13000000;Lakeshore Entertainment;Drama;3581642;Elegy;6,8;20231;2008;;;;
5053;0;Picture Farm;Crime;13023;The Escapist;6,8;15204;2008;;;;
5054;6500000;Element Films;Comedy;4693919;College;4,6;11342;2008;;;;
5055;0;La Petite Reine;Action;551660;Mesrine Part 1: Killer Instinct;7,6;28237;2008;;;;
5056;0;Niama Film;Action;36569;The Red Baron;6,4;10306;2008;;;;
5057;0;Louisiana Producers Film Source;Drama;37019849;The Family That Preys;5,4;6087;2008;;;;
5058;9000000;Bona Fide Productions;Comedy;4881867;Hamlet 2;6,4;15574;2008;;;;
5059;10000000;New Crime Productions;Action;580862;War, Inc.;5,7;20411;2008;;;;
5060;130000000;Warner Bros.;Action;107509799;Watchmen;7,6;419061;2009;;;;
5061;237000000;Twentieth Century Fox Film Corporation;Action;760507625;Avatar;7,8;954412;2009;;;;
5062;75000000;Universal Pictures;Adventure;120540719;Inglourious Basterds;8,3;988686;2009;;;;
5063;150000000;Paramount Pictures;Action;257730019;Star Trek;8;532987;2009;;;;
5064;35000000;Warner Bros.;Comedy;277322503;The Hangover;7,8;622881;2009;;;;
